time,TIMESTAMP,SiteOutput,CorrConcA_Avg,CorrConcB_Avg,Corrdel13C_Avg
14:43:00,10/26/2013 14:43:00,3,773.3885,8.332969,-36.23317
14:43:20,10/26/2013 14:43:20,4,322.5221,3.476262,-35.89824
14:43:40,10/26/2013 14:43:40,13,403.8856,4.491044,-5.376336
14:44:00,10/26/2013 14:44:00,14,386.8769,4.304414,-4.798299
14:44:20,10/26/2013 14:44:20,3,773.198,8.330352,-36.29843
14:44:40,10/26/2013 14:44:40,4,322.493,3.476078,-35.86236
14:45:00,10/26/2013 14:45:00,13,404.0612,4.493019,-5.371196
14:45:20,10/26/2013 14:45:20,14,386.8972,4.304035,-4.938133
14:45:40,10/26/2013 14:45:40,3,773.6179,8.334888,-36.29717
14:46:00,10/26/2013 14:46:00,4,322.6385,3.477221,-35.9804
14:46:20,10/26/2013 14:46:20,13,403.815,4.490152,-5.399673
14:46:40,10/26/2013 14:46:40,14,386.688,4.302394,-4.779171
14:47:00,10/26/2013 14:47:00,3,773.3362,8.332577,-36.21333
14:47:20,10/26/2013 14:47:20,4,322.8411,3.479613,-35.92218
14:47:40,10/26/2013 14:47:40,13,403.9519,4.491977,-5.332757
14:48:00,10/26/2013 14:48:00,14,386.8361,4.304085,-4.769185
14:48:20,10/26/2013 14:48:20,3,773.7903,8.337103,-36.25575
14:48:40,10/26/2013 14:48:40,4,322.7306,3.47865,-35.85921
14:49:00,10/26/2013 14:49:00,13,403.7014,4.488925,-5.391889
14:49:20,10/26/2013 14:49:20,14,386.7063,4.301829,-4.957107
14:49:40,10/26/2013 14:49:40,3,773.5001,8.33302,-36.36625
14:50:00,10/26/2013 14:50:00,4,322.5205,3.475851,-36.00735
14:50:20,10/26/2013 14:50:20,13,403.5953,4.487876,-5.362803
14:50:40,10/26/2013 14:50:40,14,386.461,4.299379,-4.892538
14:51:00,10/26/2013 14:51:00,3,773.1164,8.329748,-36.2666
14:51:20,10/26/2013 14:51:20,4,322.5024,3.475788,-35.97089
14:52:00,10/26/2013 14:52:00,14,422.0292,4.675508,-9.027534
